"Column1","Gene_name","P_values","Adjusted_value","is_significant_p_value","Fold_Change","is_significant_Fold_Change","diffexpressed"
24,"TNFAIP8L2",9.347049e-10,1.12988969435616e-08,TRUE,-1.826019,-1,"DOWN"
25,"PFDN2",1.054678e-09,1.12988969435616e-08,TRUE,0.9640386,-1,"UP"
32,"GINS1",1.145126e-09,1.12988969435616e-08,TRUE,3.949699,1,"UP"
33,"GPX3",7.790492e-10,1.12988969435616e-08,TRUE,-3.517009,-1,"DOWN"
47,"LRP2BP",7.790492e-10,1.12988969435616e-08,TRUE,-2.857347,-1,"DOWN"
53,"ZWINT",8.278932e-10,1.12988969435616e-08,TRUE,3.067459,1,"UP"
58,"AOC3",8.278932e-10,1.12988969435616e-08,TRUE,-3.31063,-1,"DOWN"
60,"DOCK11",8.797194e-10,1.12988969435616e-08,TRUE,-1.910385,-1,"DOWN"
70,"WDR53",7.790492e-10,1.12988969435616e-08,TRUE,1.467242,-1,"UP"
74,"ZNF597",8.278932e-10,1.12988969435616e-08,TRUE,-1.508197,-1,"DOWN"
78,"PNMA2",9.347049e-10,1.12988969435616e-08,TRUE,-2.398244,-1,"DOWN"
86,"SHROOM3",1.120542e-09,1.12988969435616e-08,TRUE,-1.957382,-1,"DOWN"
87,"NUP107",9.930367e-10,1.12988969435616e-08,TRUE,0.8794766,-1,"UP"
90,"FGF11",7.790492e-10,1.12988969435616e-08,TRUE,4.257794,1,"UP"
118,"NMUR1",8.278932e-10,1.12988969435616e-08,TRUE,-3.277716,-1,"DOWN"
124,"GNAI2",7.790492e-10,1.12988969435616e-08,TRUE,-1.134595,-1,"DOWN"
125,"MNDA",7.790492e-10,1.12988969435616e-08,TRUE,-2.293706,-1,"DOWN"
127,"CLEC6A",1.120542e-09,1.12988969435616e-08,TRUE,-2.686135,-1,"DOWN"
135,"GMFG",7.790492e-10,1.12988969435616e-08,TRUE,-2.294204,-1,"DOWN"
143,"CCNA2",8.278932e-10,1.12988969435616e-08,TRUE,3.66843,1,"UP"
160,"MAD2L1",8.278932e-10,1.12988969435616e-08,TRUE,3.340053,1,"UP"
163,"TOMM70A",7.788734e-10,1.12988969435616e-08,TRUE,0.923954,-1,"UP"
180,"KIF17",8.278932e-10,1.12988969435616e-08,TRUE,-2.716467,-1,"DOWN"
218,"GNA14",7.790492e-10,1.12988969435616e-08,TRUE,-2.65268,-1,"DOWN"
219,"CCDC68",8.278932e-10,1.12988969435616e-08,TRUE,-2.254947,-1,"DOWN"
229,"FBXO45",7.790492e-10,1.12988969435616e-08,TRUE,2.225912,1,"UP"
233,"AMIGO1",1.120542e-09,1.12988969435616e-08,TRUE,-1.383685,-1,"DOWN"
239,"KCNK3",7.790492e-10,1.12988969435616e-08,TRUE,-3.9418,-1,"DOWN"
243,"FBXO38",8.797194e-10,1.12988969435616e-08,TRUE,-0.7822703,-1,"DOWN"
245,"GTF2IRD1",7.790492e-10,1.12988969435616e-08,TRUE,1.338401,-1,"UP"
264,"GKN2",7.790492e-10,1.12988969435616e-08,TRUE,-5.271194,-1,"DOWN"
270,"HDAC2",7.790492e-10,1.12988969435616e-08,TRUE,1.18272,-1,"UP"
271,"TMEM182",7.790492e-10,1.12988969435616e-08,TRUE,1.420628,-1,"UP"
282,"C17orf53",8.278932e-10,1.12988969435616e-08,TRUE,3.397922,1,"UP"
290,"BUB1B",8.278932e-10,1.12988969435616e-08,TRUE,4.037406,1,"UP"
310,"IL20RB",8.278932e-10,1.12988969435616e-08,TRUE,4.996772,1,"UP"
333,"BANK1",1.054913e-09,1.12988969435616e-08,TRUE,-2.14084,-1,"DOWN"
345,"FAM189B",7.790492e-10,1.12988969435616e-08,TRUE,1.265094,-1,"UP"
350,"DPYSL2",7.790492e-10,1.12988969435616e-08,TRUE,-2.591109,-1,"DOWN"
370,"C8orf4",8.797194e-10,1.12988969435616e-08,TRUE,-2.177165,-1,"DOWN"
381,"SELENBP1",7.790492e-10,1.12988969435616e-08,TRUE,-3.627662,-1,"DOWN"
389,"NOSTRIN",7.790492e-10,1.12988969435616e-08,TRUE,-3.640115,-1,"DOWN"
392,"RCC1",7.790492e-10,1.12988969435616e-08,TRUE,1.543709,1,"UP"
400,"ABCA6",8.797194e-10,1.12988969435616e-08,TRUE,-2.297636,-1,"DOWN"
405,"C19orf59",7.790492e-10,1.12988969435616e-08,TRUE,-4.570746,-1,"DOWN"
420,"C12orf49",7.790492e-10,1.12988969435616e-08,TRUE,-1.241991,-1,"DOWN"
430,"IRF8",8.278932e-10,1.12988969435616e-08,TRUE,-1.926577,-1,"DOWN"
433,"FANCB",8.278932e-10,1.12988969435616e-08,TRUE,2.668234,1,"UP"
434,"SPP1",7.790492e-10,1.12988969435616e-08,TRUE,3.96923,1,"UP"
436,"MKI67",8.278932e-10,1.12988969435616e-08,TRUE,3.732452,1,"UP"
437,"IRAK1",7.790492e-10,1.12988969435616e-08,TRUE,1.236855,-1,"UP"
444,"CD55",1.054913e-09,1.12988969435616e-08,TRUE,-2.170426,-1,"DOWN"
456,"TSFM",1.120542e-09,1.12988969435616e-08,TRUE,0.7880325,-1,"UP"
468,"C17orf103",9.347049e-10,1.12988969435616e-08,TRUE,-1.459992,-1,"DOWN"
472,"BMPR2",7.790492e-10,1.12988969435616e-08,TRUE,-1.348559,-1,"DOWN"
491,"ANO5",7.790492e-10,1.12988969435616e-08,TRUE,-2.346062,-1,"DOWN"
538,"TNFSF13",8.278932e-10,1.12988969435616e-08,TRUE,-2.262609,-1,"DOWN"
543,"HSDL2",9.930367e-10,1.12988969435616e-08,TRUE,-0.9679576,-1,"DOWN"
558,"PFDN4",7.790492e-10,1.12988969435616e-08,TRUE,0.9021209,-1,"UP"
559,"LPAR2",1.054913e-09,1.12988969435616e-08,TRUE,1.028594,-1,"UP"
573,"ST6GALNAC5",8.278932e-10,1.12988969435616e-08,TRUE,-2.34948,-1,"DOWN"
582,"ARHGAP29",9.347049e-10,1.12988969435616e-08,TRUE,-2.261259,-1,"DOWN"
583,"AGTR1",7.790492e-10,1.12988969435616e-08,TRUE,-3.116185,-1,"DOWN"
590,"CLEC4E",7.788734e-10,1.12988969435616e-08,TRUE,-2.080093,-1,"DOWN"
599,"RBMS3",7.790492e-10,1.12988969435616e-08,TRUE,-1.958209,-1,"DOWN"
605,"ACVRL1",7.790492e-10,1.12988969435616e-08,TRUE,-3.071162,-1,"DOWN"
610,"PUS7",8.797194e-10,1.12988969435616e-08,TRUE,1.697793,1,"UP"
613,"RMI2",8.278932e-10,1.12988969435616e-08,TRUE,2.994861,1,"UP"
616,"IGSF10",8.797194e-10,1.12988969435616e-08,TRUE,-2.336826,-1,"DOWN"
625,"CRIP2",1.190147e-09,1.12988969435616e-08,TRUE,-1.851866,-1,"DOWN"
632,"IGFALS",7.790492e-10,1.12988969435616e-08,TRUE,-3.29394,-1,"DOWN"
633,"CCT4",8.278932e-10,1.12988969435616e-08,TRUE,1.302436,-1,"UP"
636,"CXorf36",7.790492e-10,1.12988969435616e-08,TRUE,-2.612766,-1,"DOWN"
643,"FOXA2",1.145126e-09,1.12988969435616e-08,TRUE,-3.237165,-1,"DOWN"
655,"SORBS1",7.790492e-10,1.12988969435616e-08,TRUE,-2.639486,-1,"DOWN"
692,"CX3CR1",7.790492e-10,1.12988969435616e-08,TRUE,-3.231007,-1,"DOWN"
696,"KCNQ1",9.928153e-10,1.12988969435616e-08,TRUE,-2.015171,-1,"DOWN"
725,"P2RY12",7.790492e-10,1.12988969435616e-08,TRUE,-2.615843,-1,"DOWN"
727,"KRT6A",7.790492e-10,1.12988969435616e-08,TRUE,8.297483,1,"UP"
730,"GINS4",9.347049e-10,1.12988969435616e-08,TRUE,3.067878,1,"UP"
736,"TMEM66",8.79522e-10,1.12988969435616e-08,TRUE,-1.000408,-1,"DOWN"
755,"GJB6",9.347049e-10,1.12988969435616e-08,TRUE,8.251259,1,"UP"
761,"USP31",8.797194e-10,1.12988969435616e-08,TRUE,1.803755,1,"UP"
769,"CXCL12",1.120542e-09,1.12988969435616e-08,TRUE,-1.854099,-1,"DOWN"
783,"LPL",7.790492e-10,1.12988969435616e-08,TRUE,-3.572637,-1,"DOWN"
794,"ZP3",7.790492e-10,1.12988969435616e-08,TRUE,1.548297,1,"UP"
802,"EMP2",7.790492e-10,1.12988969435616e-08,TRUE,-2.541662,-1,"DOWN"
805,"FBXO8",7.790492e-10,1.12988969435616e-08,TRUE,-0.7635631,-1,"DOWN"
808,"CLEC3B",7.790492e-10,1.12988969435616e-08,TRUE,-4.527638,-1,"DOWN"
811,"HMMR",9.347049e-10,1.12988969435616e-08,TRUE,3.101783,1,"UP"
816,"PLEKHH2",7.790492e-10,1.12988969435616e-08,TRUE,-2.411647,-1,"DOWN"
818,"FCER1A",7.790492e-10,1.12988969435616e-08,TRUE,-2.516545,-1,"DOWN"
823,"RAB37",7.790492e-10,1.12988969435616e-08,TRUE,-2.423905,-1,"DOWN"
833,"SFTPA1",7.790492e-10,1.12988969435616e-08,TRUE,-4.378039,-1,"DOWN"
840,"SLC16A11",9.930367e-10,1.12988969435616e-08,TRUE,-2.094033,-1,"DOWN"
843,"KIF18A",9.347049e-10,1.12988969435616e-08,TRUE,2.24914,1,"UP"
851,"FABP4",7.790492e-10,1.12988969435616e-08,TRUE,-4.078962,-1,"DOWN"
864,"FAM13B",8.278932e-10,1.12988969435616e-08,TRUE,-1.085206,-1,"DOWN"
904,"B4GALT2",1.145126e-09,1.12988969435616e-08,TRUE,1.263208,-1,"UP"
915,"SLC46A2",7.790492e-10,1.12988969435616e-08,TRUE,-3.963747,-1,"DOWN"
947,"GNMT",7.790492e-10,1.12988969435616e-08,TRUE,-2.402872,-1,"DOWN"
951,"FAM177A1",1.120542e-09,1.12988969435616e-08,TRUE,-0.7298629,-1,"DOWN"
958,"RP11-830F9.6",7.790492e-10,1.12988969435616e-08,TRUE,-2.757399,-1,"DOWN"
968,"CYYR1",1.054913e-09,1.12988969435616e-08,TRUE,-2.365119,-1,"DOWN"
970,"KIAA1462",7.790492e-10,1.12988969435616e-08,TRUE,-2.66021,-1,"DOWN"
979,"TSKU",9.347049e-10,1.12988969435616e-08,TRUE,1.979261,1,"UP"
983,"MVB12B",7.790492e-10,1.12988969435616e-08,TRUE,-2.124626,-1,"DOWN"
987,"PPP1R14A",7.790492e-10,1.12988969435616e-08,TRUE,-2.80738,-1,"DOWN"
989,"MCM8",8.278932e-10,1.12988969435616e-08,TRUE,2.25908,1,"UP"
993,"PRKDC",7.790492e-10,1.12988969435616e-08,TRUE,1.503568,1,"UP"
995,"MLF1IP",8.278932e-10,1.12988969435616e-08,TRUE,3.137165,1,"UP"
998,"FGF18",8.79522e-10,1.12988969435616e-08,TRUE,-2.517809,-1,"DOWN"
1000,"CRYL1",7.790492e-10,1.12988969435616e-08,TRUE,-1.117429,-1,"DOWN"
1001,"KRT6B",7.790492e-10,1.12988969435616e-08,TRUE,8.052181,1,"UP"
1004,"METAP1",1.120542e-09,1.12988969435616e-08,TRUE,1.121975,-1,"UP"
1006,"SAPCD2",7.790492e-10,1.12988969435616e-08,TRUE,4.509917,1,"UP"
1008,"A2ML1",9.347049e-10,1.12988969435616e-08,TRUE,7.020066,1,"UP"
1009,"LEPR",7.790492e-10,1.12988969435616e-08,TRUE,-2.88092,-1,"DOWN"
1014,"CTB-133G6.1",7.790492e-10,1.12988969435616e-08,TRUE,-2.850339,-1,"DOWN"
1030,"ITPR1",1.054913e-09,1.12988969435616e-08,TRUE,-1.561115,-1,"DOWN"
1033,"SSTR1",7.790492e-10,1.12988969435616e-08,TRUE,-3.954242,-1,"DOWN"
1043,"SLC27A3",8.797194e-10,1.12988969435616e-08,TRUE,-1.632835,-1,"DOWN"
1056,"HN1",8.278932e-10,1.12988969435616e-08,TRUE,1.769357,1,"UP"
1064,"MBNL1",8.797194e-10,1.12988969435616e-08,TRUE,-0.6425838,-1,"DOWN"
1066,"STX2",7.790492e-10,1.12988969435616e-08,TRUE,-1.370502,-1,"DOWN"
1067,"MRPS30",8.797194e-10,1.12988969435616e-08,TRUE,1.116108,-1,"UP"
1071,"GYPC",1.145126e-09,1.12988969435616e-08,TRUE,-2.118685,-1,"DOWN"
1072,"PROS1",9.347049e-10,1.12988969435616e-08,TRUE,-1.543753,-1,"DOWN"
1076,"TSPAN13",1.190147e-09,1.12988969435616e-08,TRUE,-1.777,-1,"DOWN"
1077,"GPR146",7.790492e-10,1.12988969435616e-08,TRUE,-2.555139,-1,"DOWN"
1091,"RAD1",1.054913e-09,1.12988969435616e-08,TRUE,0.8968707,-1,"UP"
1095,"RASAL1",8.278932e-10,1.12988969435616e-08,TRUE,3.841936,1,"UP"
1097,"C5orf56",1.190147e-09,1.12988969435616e-08,TRUE,-1.646786,-1,"DOWN"
1106,"CENPL",7.790492e-10,1.12988969435616e-08,TRUE,1.962644,1,"UP"
1112,"FAM111B",8.797194e-10,1.12988969435616e-08,TRUE,3.20996,1,"UP"
1113,"NME1",1.054913e-09,1.12988969435616e-08,TRUE,1.93971,1,"UP"
1115,"SERTM1",7.790492e-10,1.12988969435616e-08,TRUE,-4.623495,-1,"DOWN"
1154,"ITSN2",1.190147e-09,1.12988969435616e-08,TRUE,-0.7355626,-1,"DOWN"
1155,"FAXDC2",7.790492e-10,1.12988969435616e-08,TRUE,-3.125717,-1,"DOWN"
1156,"PIGX",1.054913e-09,1.12988969435616e-08,TRUE,2.11035,1,"UP"
1162,"PCSK2",7.790492e-10,1.12988969435616e-08,TRUE,-3.490514,-1,"DOWN"
1175,"ILF2",7.790492e-10,1.12988969435616e-08,TRUE,1.062548,-1,"UP"
1176,"LYPD3",8.278932e-10,1.12988969435616e-08,TRUE,5.690873,1,"UP"
1179,"TENC1",8.278932e-10,1.12988969435616e-08,TRUE,-2.325308,-1,"DOWN"
1188,"GID8",1.145126e-09,1.12988969435616e-08,TRUE,1.165377,-1,"UP"
1208,"NDNF",7.790492e-10,1.12988969435616e-08,TRUE,-4.108158,-1,"DOWN"
1213,"SMAD9",9.347049e-10,1.12988969435616e-08,TRUE,-1.975502,-1,"DOWN"
1223,"PPBP",7.790492e-10,1.12988969435616e-08,TRUE,-4.331876,-1,"DOWN"
1241,"FAM105A",7.788734e-10,1.12988969435616e-08,TRUE,-2.79165,-1,"DOWN"
1249,"CD81",8.797194e-10,1.12988969435616e-08,TRUE,-1.198746,-1,"DOWN"
1267,"MFNG",7.790492e-10,1.12988969435616e-08,TRUE,-2.219114,-1,"DOWN"
1268,"PNPLA6",1.054913e-09,1.12988969435616e-08,TRUE,-1.593252,-1,"DOWN"
1272,"STIL",8.278932e-10,1.12988969435616e-08,TRUE,3.011038,1,"UP"
1275,"DBF4",7.790492e-10,1.12988969435616e-08,TRUE,1.781619,1,"UP"
1288,"CD33",7.790492e-10,1.12988969435616e-08,TRUE,-2.206286,-1,"DOWN"
1298,"TMED5",9.347049e-10,1.12988969435616e-08,TRUE,-0.8892633,-1,"DOWN"
1304,"FERMT3",9.930367e-10,1.12988969435616e-08,TRUE,-1.494458,-1,"DOWN"
1335,"GPRIN1",1.120542e-09,1.12988969435616e-08,TRUE,2.796488,1,"UP"
1336,"THOP1",9.347049e-10,1.12988969435616e-08,TRUE,1.037105,-1,"UP"
1365,"ALOX5AP",8.797194e-10,1.12988969435616e-08,TRUE,-2.597029,-1,"DOWN"
1370,"CLIC3",9.347049e-10,1.12988969435616e-08,TRUE,-2.588061,-1,"DOWN"
1374,"TRIM28",1.144856e-09,1.12988969435616e-08,TRUE,0.929816,-1,"UP"
1381,"ZNF763",7.790492e-10,1.12988969435616e-08,TRUE,-1.83007,-1,"DOWN"
1393,"PYCR1",8.797194e-10,1.12988969435616e-08,TRUE,2.667578,1,"UP"
1397,"SCN1A",7.790492e-10,1.12988969435616e-08,TRUE,-3.493113,-1,"DOWN"
1414,"PXDC1",9.930367e-10,1.12988969435616e-08,TRUE,-1.287287,-1,"DOWN"
1415,"MYZAP",7.790492e-10,1.12988969435616e-08,TRUE,-4.1135,-1,"DOWN"
1424,"BTNL8",7.790492e-10,1.12988969435616e-08,TRUE,-3.134884,-1,"DOWN"
1428,"TCP11L2",8.797194e-10,1.12988969435616e-08,TRUE,-1.187798,-1,"DOWN"
1455,"PRAME",9.930367e-10,1.12988969435616e-08,TRUE,7.819546,1,"UP"
1458,"ZWILCH",8.278932e-10,1.12988969435616e-08,TRUE,1.76392,1,"UP"
1469,"HLA-DRB1",8.278932e-10,1.12988969435616e-08,TRUE,-1.9305,-1,"DOWN"
1477,"TRPC3",7.790492e-10,1.12988969435616e-08,TRUE,-2.339498,-1,"DOWN"
1481,"ZCCHC24",8.278932e-10,1.12988969435616e-08,TRUE,-1.588647,-1,"DOWN"
1509,"CABYR",8.278932e-10,1.12988969435616e-08,TRUE,4.100789,1,"UP"
1522,"ERO1L",8.278932e-10,1.12988969435616e-08,TRUE,2.129795,1,"UP"
1526,"C4orf32",7.790492e-10,1.12988969435616e-08,TRUE,-1.771557,-1,"DOWN"
1529,"FBXO33",1.120542e-09,1.12988969435616e-08,TRUE,-0.8094994,-1,"DOWN"
1544,"PIF1",8.278932e-10,1.12988969435616e-08,TRUE,2.711004,1,"UP"
1558,"C1orf167",7.790492e-10,1.12988969435616e-08,TRUE,-3.396187,-1,"DOWN"
1563,"FAM184A",8.278932e-10,1.12988969435616e-08,TRUE,-2.536399,-1,"DOWN"
1565,"CLCN2",7.790492e-10,1.12988969435616e-08,TRUE,2.03953,1,"UP"
1572,"ESCO2",8.278932e-10,1.12988969435616e-08,TRUE,3.252619,1,"UP"
1577,"MSN",1.120542e-09,1.12988969435616e-08,TRUE,-1.080933,-1,"DOWN"
1586,"NAPSA",7.790492e-10,1.12988969435616e-08,TRUE,-3.840431,-1,"DOWN"
1597,"SLC40A1",9.347049e-10,1.12988969435616e-08,TRUE,-1.778566,-1,"DOWN"
1607,"DEPDC1",8.278932e-10,1.12988969435616e-08,TRUE,4.046123,1,"UP"
1610,"ALG1L",9.347049e-10,1.12988969435616e-08,TRUE,4.139637,1,"UP"
1613,"MGLL",7.790492e-10,1.12988969435616e-08,TRUE,-2.296214,-1,"DOWN"
1619,"UCK2",7.790492e-10,1.12988969435616e-08,TRUE,2.393178,1,"UP"
1620,"FAM83D",8.797194e-10,1.12988969435616e-08,TRUE,3.479351,1,"UP"
1642,"BZW2",9.347049e-10,1.12988969435616e-08,TRUE,1.255642,-1,"UP"
1646,"POLD1",1.120542e-09,1.12988969435616e-08,TRUE,1.156312,-1,"UP"
1651,"SMAD6",8.797194e-10,1.12988969435616e-08,TRUE,-2.649615,-1,"DOWN"
1652,"CFL2",9.347049e-10,1.12988969435616e-08,TRUE,-1.769084,-1,"DOWN"
1677,"RASSF3",1.054913e-09,1.12988969435616e-08,TRUE,-1.614712,-1,"DOWN"
1684,"SULT1A2",7.790492e-10,1.12988969435616e-08,TRUE,-3.198221,-1,"DOWN"
1706,"IRAK3",9.344958e-10,1.12988969435616e-08,TRUE,-1.809375,-1,"DOWN"
1716,"RASGRP2",7.790492e-10,1.12988969435616e-08,TRUE,-2.411985,-1,"DOWN"
1724,"MCM3",1.120542e-09,1.12988969435616e-08,TRUE,1.278633,-1,"UP"
1725,"DLL4",7.790492e-10,1.12988969435616e-08,TRUE,-2.259053,-1,"DOWN"
1745,"CENPK",1.120542e-09,1.12988969435616e-08,TRUE,2.392273,1,"UP"
1746,"SLC6A12",1.120294e-09,1.12988969435616e-08,TRUE,-1.803288,-1,"DOWN"
1752,"P2RY13",8.278932e-10,1.12988969435616e-08,TRUE,-1.972852,-1,"DOWN"
1753,"FXR1",7.790492e-10,1.12988969435616e-08,TRUE,1.39692,-1,"UP"
1774,"APOH",1.120294e-09,1.12988969435616e-08,TRUE,-4.379005,-1,"DOWN"
1779,"THEMIS2",9.930367e-10,1.12988969435616e-08,TRUE,-1.628161,-1,"DOWN"
1828,"JDP2",1.190147e-09,1.12988969435616e-08,TRUE,-1.768628,-1,"DOWN"
1838,"RMDN2",8.278932e-10,1.12988969435616e-08,TRUE,-1.701393,-1,"DOWN"
1840,"PTCRA",7.790492e-10,1.12988969435616e-08,TRUE,-2.983409,-1,"DOWN"
1847,"NR2F1",1.120542e-09,1.12988969435616e-08,TRUE,-2.064407,-1,"DOWN"
1865,"CD36",9.347049e-10,1.12988969435616e-08,TRUE,-2.276306,-1,"DOWN"
1872,"KLRF1",1.054913e-09,1.12988969435616e-08,TRUE,-2.589021,-1,"DOWN"
1878,"PITX1",9.930367e-10,1.12988969435616e-08,TRUE,5.990885,1,"UP"
1879,"DNMT3B",1.120294e-09,1.12988969435616e-08,TRUE,2.792103,1,"UP"
1919,"AKR1B15",1.145126e-09,1.12988969435616e-08,TRUE,7.790863,1,"UP"
1929,"C1QTNF6",1.190147e-09,1.12988969435616e-08,TRUE,2.3104,1,"UP"
1934,"CCL14",9.347049e-10,1.12988969435616e-08,TRUE,-3.865163,-1,"DOWN"
1939,"DKC1",7.788734e-10,1.12988969435616e-08,TRUE,1.695122,1,"UP"
1977,"ALPL",7.790492e-10,1.12988969435616e-08,TRUE,-2.493239,-1,"DOWN"
1988,"SNURF",8.278932e-10,1.12988969435616e-08,TRUE,-3.205625,-1,"DOWN"
1990,"METTL7A",1.145126e-09,1.12988969435616e-08,TRUE,-1.961936,-1,"DOWN"
2007,"OSCAR",8.278932e-10,1.12988969435616e-08,TRUE,-2.616035,-1,"DOWN"
2016,"HAGH",9.347049e-10,1.12988969435616e-08,TRUE,-0.8829616,-1,"DOWN"
2018,"FANCE",7.790492e-10,1.12988969435616e-08,TRUE,1.858179,1,"UP"
2022,"FERMT1",7.790492e-10,1.12988969435616e-08,TRUE,4.310573,1,"UP"
2054,"COASY",7.790492e-10,1.12988969435616e-08,TRUE,0.7693171,-1,"UP"
2057,"KDM1A",8.278932e-10,1.12988969435616e-08,TRUE,1.042915,-1,"UP"
2063,"PDK4",7.790492e-10,1.12988969435616e-08,TRUE,-3.726433,-1,"DOWN"
2066,"CSRP1",8.278932e-10,1.12988969435616e-08,TRUE,-1.319913,-1,"DOWN"
2077,"IL6ST",8.278932e-10,1.12988969435616e-08,TRUE,-1.816868,-1,"DOWN"
2087,"JUP",7.790492e-10,1.12988969435616e-08,TRUE,2.04396,1,"UP"
2093,"ARHGEF10",1.190147e-09,1.12988969435616e-08,TRUE,-1.750743,-1,"DOWN"
2105,"NOL10",7.790492e-10,1.12988969435616e-08,TRUE,1.109985,-1,"UP"
2115,"MICU3",8.278932e-10,1.12988969435616e-08,TRUE,-1.430337,-1,"DOWN"
2121,"PILRA",8.278932e-10,1.12988969435616e-08,TRUE,-2.023982,-1,"DOWN"
2123,"ARHGAP11B",7.790492e-10,1.12988969435616e-08,TRUE,1.761479,1,"UP"
2127,"MMS22L",7.790492e-10,1.12988969435616e-08,TRUE,1.982676,1,"UP"
2131,"44622",7.790492e-10,1.12988969435616e-08,TRUE,-1.935442,-1,"DOWN"
2147,"PLEK2",1.054913e-09,1.12988969435616e-08,TRUE,2.901428,1,"UP"
2157,"SELP",7.790492e-10,1.12988969435616e-08,TRUE,-3.01139,-1,"DOWN"
2164,"FGD2",1.145126e-09,1.12988969435616e-08,TRUE,-1.962596,-1,"DOWN"
2194,"ONECUT2",1.145126e-09,1.12988969435616e-08,TRUE,4.124343,1,"UP"
2232,"USH1G",1.054678e-09,1.12988969435616e-08,TRUE,6.856353,1,"UP"
2276,"CGRRF1",7.790492e-10,1.12988969435616e-08,TRUE,-0.9818242,-1,"DOWN"
2289,"CADM1",7.790492e-10,1.12988969435616e-08,TRUE,-2.277303,-1,"DOWN"
2290,"DUOX1",1.054913e-09,1.12988969435616e-08,TRUE,-2.062399,-1,"DOWN"
2291,"FLT4",7.790492e-10,1.12988969435616e-08,TRUE,-2.215929,-1,"DOWN"
2317,"BDH2",9.347049e-10,1.12988969435616e-08,TRUE,-1.249854,-1,"DOWN"
2321,"ABCC6",7.790492e-10,1.12988969435616e-08,TRUE,-2.75325,-1,"DOWN"
2328,"TNXB",7.790492e-10,1.12988969435616e-08,TRUE,-4.202638,-1,"DOWN"
2337,"DAAM2",8.278932e-10,1.12988969435616e-08,TRUE,-2.134142,-1,"DOWN"
2352,"C5AR1",1.120046e-09,1.12988969435616e-08,TRUE,-2.122182,-1,"DOWN"
2376,"CASC5",8.277069e-10,1.12988969435616e-08,TRUE,3.186747,1,"UP"
2399,"CASP12",7.788734e-10,1.12988969435616e-08,TRUE,-3.911455,-1,"DOWN"
2408,"PDK1",1.120542e-09,1.12988969435616e-08,TRUE,1.904122,1,"UP"
2419,"LYSMD3",7.790492e-10,1.12988969435616e-08,TRUE,-1.30773,-1,"DOWN"
2429,"TPSAB1",7.790492e-10,1.12988969435616e-08,TRUE,-2.373301,-1,"DOWN"
2444,"ATP11A",1.145126e-09,1.12988969435616e-08,TRUE,-1.944313,-1,"DOWN"
2456,"FAM83H",9.930367e-10,1.12988969435616e-08,TRUE,1.712939,1,"UP"
2465,"MTA3",7.790492e-10,1.12988969435616e-08,TRUE,1.107947,-1,"UP"
2466,"RGCC",9.347049e-10,1.12988969435616e-08,TRUE,-3.265534,-1,"DOWN"
2477,"RGN",7.790492e-10,1.12988969435616e-08,TRUE,-2.960643,-1,"DOWN"
2493,"C1QTNF2",8.278932e-10,1.12988969435616e-08,TRUE,-2.525025,-1,"DOWN"
2499,"SUV39H1",8.278932e-10,1.12988969435616e-08,TRUE,1.228641,-1,"UP"
2500,"HBA1",9.347049e-10,1.12988969435616e-08,TRUE,-4.834175,-1,"DOWN"
2517,"ATP2A2",7.790492e-10,1.12988969435616e-08,TRUE,1.015933,-1,"UP"
2525,"SYNPO",7.790492e-10,1.12988969435616e-08,TRUE,-1.971338,-1,"DOWN"
2526,"TRIM59",8.797194e-10,1.12988969435616e-08,TRUE,2.20528,1,"UP"
2537,"PEAR1",7.790492e-10,1.12988969435616e-08,TRUE,-2.37011,-1,"DOWN"
2542,"ACE",8.278932e-10,1.12988969435616e-08,TRUE,-2.389087,-1,"DOWN"
2565,"AC079210.1",8.797194e-10,1.12988969435616e-08,TRUE,-2.455902,-1,"DOWN"
2608,"GPRC5A",1.190147e-09,1.12988969435616e-08,TRUE,-2.505665,-1,"DOWN"
2634,"VNN2",1.054913e-09,1.12988969435616e-08,TRUE,-2.133991,-1,"DOWN"
2652,"F12",7.790492e-10,1.12988969435616e-08,TRUE,4.124274,1,"UP"
2665,"POP7",9.347049e-10,1.12988969435616e-08,TRUE,1.042688,-1,"UP"
2668,"POLR3GL",8.278932e-10,1.12988969435616e-08,TRUE,-0.7730984,-1,"DOWN"
2690,"TPK1",7.790492e-10,1.12988969435616e-08,TRUE,-1.619381,-1,"DOWN"
2697,"ARHGAP11A",8.278932e-10,1.12988969435616e-08,TRUE,2.82728,1,"UP"
2708,"FAM188A",1.054913e-09,1.12988969435616e-08,TRUE,-0.7769694,-1,"DOWN"
2730,"NEBL",1.054913e-09,1.12988969435616e-08,TRUE,-1.509762,-1,"DOWN"
2749,"KPNA1",1.054913e-09,1.12988969435616e-08,TRUE,0.9561531,-1,"UP"
2751,"RIN3",9.347049e-10,1.12988969435616e-08,TRUE,-1.243474,-1,"DOWN"
2753,"DNASE2B",1.054913e-09,1.12988969435616e-08,TRUE,-3.555915,-1,"DOWN"
2774,"ADCY9",7.790492e-10,1.12988969435616e-08,TRUE,-1.568042,-1,"DOWN"
2778,"ANGPTL7",8.278932e-10,1.12988969435616e-08,TRUE,-4.768803,-1,"DOWN"
2783,"RAET1L",7.790492e-10,1.12988969435616e-08,TRUE,7.71092,1,"UP"
2792,"TRIM22",7.790492e-10,1.12988969435616e-08,TRUE,-1.505635,-1,"DOWN"
2794,"SNX22",8.278932e-10,1.12988969435616e-08,TRUE,-2.614339,-1,"DOWN"
